Titre,Localisation,Surface_m2,Prix_FCFA,Image
Location-vente - appartement f4 de 150m² à ngor extension,"Ngor, Dakar",150.0,80000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7690f290c9e237d42f790b0ea40dd1a5/-/horizon-files-prod/ed/picture/qng9702m/16e5a7d0f53f76db91f05944ad78cf7c6eec40ad.jpg
Appartement f5 à vendre almadies,"Almadies, Dakar",209.0,187000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/087a378a0adaf0e39eb7fa217519f78e/-/horizon-files-prod/ed/picture/qq4zz7xe/5f835470f54f65ae6e321a6e4bf8810a8c17f827.jpg
Bel appartement f4 à vendre avec prestations haut de gamme,"Zone De Captage, Dakar",100.0,80000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/84115672dc22ad58c7e47697c92b85e3/-/horizon-files-prod/ed/picture/qgqw0w8e/8255ece30da087eb53a4be43e17e485b0a484705.jpg
Sourok 6 - appartements à vendre,"Mermoz, Dakar",114.0,120500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4f9549bec813b16ae6513193a7098150/-/horizon-files-prod/ed/picture/qxj8ggqq/f840abe76db117fa9917978c373dc17725ad50ff.jpg
Appartement à vendre almadies,"Almadies, Dakar",189.0,180000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9c7d2085e9124c8eb08b4d3cc4ffea42/-/horizon-files-prod/ed/picture/qrzrnr5m/2414565c698fa362d57e7d26d83d53ace90564eb.jpg
Appartement à vendre à la cité ataya,"Yoff, Dakar",156.0,115000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/042524ca6dc1424a56f2a3bcc53d5a48/-/horizon-files-prod/ed/picture/qzvpnwmd/6657f02d252334d48ba3aa1055b82f75ebcf8321.jpg
Villa à vendre à amitié 3,"Amitié, Dakar",,140000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/13df36c459f5be65ade4abcba0c4d5da/-/horizon-files-prod/ed/picture/qm5gk89g/1bcbfe3ece97e229489b62a274a2fe199994ecd4.jpg
Bel appartement à vendre aux almadies,"Almadies, Dakar",,153000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/81267c46fbcc7573eede68ab5783d360/-/horizon-files-prod/ed/picture/qzvpg05k/2f35d751f3fba650710bb292a8759b0087ac68b5.jpg
Bel appartement à vendre vue mer corniche almadies,"Almadies, Dakar",,110000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f9844bfc0d9ac29682207bf2f096c2b0/-/horizon-files-prod/ed/picture/qgqw2vqk/a0f5031a3b92f357bbce405262e6d25eb4d3c50b.jpg
Résidence jamila f3/f4 à castor,"Castor, Dakar",,60000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a9c1ad35da7f0f810d915a048ffaa70f/-/horizon-files-prod/ed/picture/q9mjvj80/38297223bb837f84f7ec14710d6c4669b9757a8b.jpg
Appartement f6 de 300m2 à vendre à yoff,"Yoff, Dakar",300.0,180000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9fe8676c3346b457266d96bd796f6139/-/horizon-files-prod/ed/picture/q78jw7km/5f6cbf72d51febabb2502038597634a55daf87a1.jpg
Appart f4 a vendre mermoz,"Mermoz, Dakar",170.0,225000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b40b353738bb77d7c3c80bf601b1d370/-/horizon-files-prod/ed/picture/qv4dgeeg/45945f94a8558ec2233503d8638704566ac25655.jpg
Appartement à vendre point e,"Point-E, Dakar",180.0,165000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2ecf8e0b5e656ee1abf633e77addb0c/-/horizon-files-prod/ed/picture/q6xdvq8g/52315024d65a75f03920d562904d2f129e2c7d8a.jpg
De bels apparts à vendre à yoff virage,"Virage, Dakar",130.0,53000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/37e61e831574a3aa2f88b0d0b5f767f5/-/horizon-files-prod/ed/picture/qzv8px6n/aebb67cefbdd1e3476342d206f3213116b7c74b4.jpg
T3 à vendre sur l'avenue bourguiba,"Liberte 1, Dakar",118.0,122000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/36b7e4204386ecff2d65182ce683d129/-/horizon-files-prod/ed/picture/q4455zvp/244ea1cfe1e78daaa6e0035edb232baad9664a0b.jpg
Appartement à vendre en résidence bord de mer,"Saly, Thiès",180.0,98000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3766b3497f67ba62075a0b0ae01a49e3/-/horizon-files-prod/ed/picture/qng99mq9/7500010d79265b91a29811461d0ba440eb5b6717.jpg
Penthouse à vendre à fan résidence vue mer,"Fann, Dakar",357.0,584113000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5bc584d939e1de698d6f1cabd83187bd/-/horizon-files-prod/ed/picture/qv4w9qvm/fa873e39f930ace62266d206ec849b8811be71fe.jpg
Appartements a vendre,"Saly, Thiès",90.0,40000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe3a0b146f49c9fbe6f1d9dd983ab0c2/-/horizon-files-prod/ed/picture/qq42xrkn/bf2a0f4ad66a98a1550708a075107b0eb809fb63.jpg
Appartement a vendre au virage,"Virage, Dakar",161.0,146700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/890ff09dcc988f55aa6993e10575a0c4/-/horizon-files-prod/ed/picture/qq42zk2j/ba4bd685f1d973c9dc84866b5defa4a1216c4ac0.jpg
Soweto,"Cité Keur Gorgui, Dakar",96.0,115200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6d88f1bafc14cde26beb94b48c414bfd/-/horizon-files-prod/ed/picture/qv4wrx0m/c3baea7d78527577acb835527557368f21af085d.jpg
Résidence résidome a vendre et a louer,"Almadies, Dakar",216.0,245000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c847853b62a1c56d02d657b57eb16ff/-/horizon-files-prod/ed/picture/qkr77k6n/9f35bc28673bea5660289f89c42357a6ae3ac79b.jpg
Appartements à vendre sur la vdn,"Vdn, Dakar",126.0,90000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0461b798cbb1dc721a6285f51437025e/-/horizon-files-prod/ed/picture/q6xd4knn/ad835908aa4b570c2d29ab22edb8acdf041f0d42.jpg
Vente d’un appartement a ouakam-mamelles,"Mamelles, Dakar",100.0,82000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d0c8e626a769ffae008fc80f3a09cc58/-/horizon-files-prod/ed/picture/q56dme6r/d3ca484dbb4eb917c06f22899774b7a89de8c374.jpg
Appartements f4 à vendre au point-e,"Point-E, Dakar",190.0,190000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eff13f415f7a5069c60dcbd6860da7a8/-/horizon-files-prod/ed/picture/q0gkk78k/d5d975a9bea6af4448e46dde3dd3532440cfb033.png
Des appartements f2 vefa à vendre à partir de 36 m,"Almadies, Dakar",40.0,36000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/577536c4d4217b65d5ee4518b8b42231/-/horizon-files-prod/ed/picture/q56pp5j2/3697d5f42585e1a1cb9e44e5aa05e5fd8419fc6c.jpg
Appartement de grand standing à vendre au virage,"Yoff, Dakar",180.0,180000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/75c862d4a23c1a6ebc711ef9ea87fd27/-/horizon-files-prod/ed/picture/q8vmmddx/11d7372312362d5448be15dada5a7ee5ee03d15c.jpg
Vente d'appartements f2 & f3 en vefa au point e,"Point-E, Dakar",,59000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/71a2a3088cc020d3ca4173fc3b4ad6fa/-/horizon-files-prod/ed/picture/qenvk5v9/ba022397d5dc4027f20c398be707830171d2afb3.jpg
Appartement à vendre corniche fan résidence vue mer,"Fann, Dakar",299.0,695000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a3bc1ea530aca199dc60fdc1fbff72e/-/horizon-files-prod/ed/picture/q44nvpzr/62bdfbaa3a744ba582c34b49a2e328af509d4aa3.jpg
Bel appartement de haut standing a vendre almadies,"Almadies, Dakar",,140000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d573e06e6482753e4aee67afc5f3bfe5/-/horizon-files-prod/ed/picture/qgqmm4qe/b6baeeb21c92523c49a332ae25eff1313a913cab.jpg
Magnifique appartement à vendre aux almadies,"Almadies, Dakar",,245000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b278a3d8868fadb1888b99e381c2a2a1/-/horizon-files-prod/ed/picture/qm500v5w/8d464e19914d077dc3b5f3a6065679d5c1fb443d.jpg
Appartement neuf à vendre aux almadies,"Almadies, Dakar",,135000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/87eaa98c97ae1403453e84ea2f4a38fe/-/horizon-files-prod/ed/picture/q445jm9p/d5a5defd49dff19b51670441cf0be956395b9c27.jpg
Ref_4199_pl appartement à vendre à diamniadio,"Diamniadio, Dakar",,65000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ad465a1ac622926d90237a430257322c/-/horizon-files-prod/ed/picture/qzv88dgg/a3c622083d847c3dd21db814479fe0fb8d9e7be7.jpg
Appartement à vendre au point e,"Point-E, Dakar",156.0,180000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/94d546f0175ef33cf39606b74390cb10/-/horizon-files-prod/ed/picture/qngp45ex/d17703d8faf12a324d6873eca41e3fc17a5906fc.jpg
Appartement f3 à vendre avenue blaise diagne,"Plateau, Dakar",,170000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73a1a7bb7a686e067594b2bb887f9b84/-/horizon-files-prod/ed/picture/qzv884dv/6998abb9ba8c7c8f3c8a7902aefc9a353fcf09a5.jpg
Appartement à vendre sur l'avenue blaise diagne,"Plateau, Dakar",170.0,245000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/38c5f69b4a19e87d789d1e76ed6321e2/-/horizon-files-prod/ed/picture/qpdgd46q/eb57e094d220d92e8788739939f3393112277437.jpg
Trois à vendre aux almadies,"Almadies, Dakar",200.0,150000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b457fb8928dac6aec23b10fd1219cdee/-/horizon-files-prod/ed/picture/qde97xd8/06d08d438541be51861a3ca96d0c51a2e92cb8a3.jpg
Appartement f5 à vendre à la cité keur gorgui,"Mamelles, Dakar",250.0,175000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d464c2171f812b81c52410aaa3c7e4ab/-/horizon-files-prod/ed/picture/q0gp0dgk/77a3bad314871d62cd7cb52dbeda078cbf67417d.jpg
Appartement a vendre – investissement clé en main,"Mamelles, Dakar",190.0,155000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/390e942c6339a68c4800170e05f5b1a2/-/horizon-files-prod/ed/picture/q2j0v5dq/1ba70778f0a99970f514c44cb88e1a592f5c58f3.jpg
Appartement f4 vue sur mer à vendre corniche ouakam,"Ouakam, Dakar",225.0,310000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b6c65f901165159d6916154bfca94a4a/-/horizon-files-prod/ed/picture/q9mkj48x/97ffa07ffe08466276c89c17e661974a599acb74.jpg
Appartement à vendre – sacré-cœur 1,"Sacré-Cœur, Dakar",133.0,107000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8cfbfa477dda912f63af189886943e1e/-/horizon-files-prod/ed/picture/qv4wng45/da0287dfba5a7de2281457be3800dba2b3662779.jpg
Joli appartement a vendre sur la corniche des almadie,"Almadies, Dakar",150.0,250000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/53fe7bec214d77f5677a1a4b3c0ff3eb/-/horizon-files-prod/ed/picture/q8vm47e9/7d9e574ed88f22d504d6990aacb673ccc9cb10ef.jpg
Ref_9056_gl_ f2 à vendre en centre-ville,"Plateau, Dakar",,108000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/04a4aeff6c6f082a0ad6dad4e3efc256/-/horizon-files-prod/ed/picture/q6xqdje7/8be0b5f9e0808c71d2f168ce3ba53393ad7b041f.jpg
Ref_9056_gl – appartement f3 à vendre en centre-ville,"Plateau, Dakar",,180000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1907dcf875ea720e586fd5d9362015ee/-/horizon-files-prod/ed/picture/qkr78zjn/8eb094ec8d34623ae0d0552852fee24c6541fe13.jpg
Ref_9056_gl appartement f4 à vendre en centre-ville,"Plateau, Dakar",,220000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f536a9a71e0cd931e0aa135b8107ab52/-/horizon-files-prod/ed/picture/qxj8p7rz/a687995ecdb27125287cf761ecce4481d60a0b68.jpg
Appartement à vendre aux almadies (220m2),"Almadies, Dakar",220.0,265000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/de12a93b6aa3e22d6295fc1ccfdad1d8/-/horizon-files-prod/ed/picture/q2j0pv98/43f2c2f4c645e3f7b957917dfa7adf3c947ad825.jpg
Appartement à vendre au virage,"Virage, Dakar",213.0,215000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d4651c09ea6a45b10f245c55710f930e/-/horizon-files-prod/ed/picture/qxj8jm0v/39bdc5523c28c8e9d0e4e00a98635426645539cc.jpg
La résidence résidome aux almadies,"Almadies, Dakar",216.0,248446000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a7b2487e32f8434b74e2c975f5984ad/-/horizon-files-prod/ed/picture/qzv8pwm6/79465bb04f701d0340ee1b19877d70a51e2da8d5.png
Promotion vente appartements neufs aux almadies,"Almadies, Dakar",200.0,1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c258437acc180ca2e0ca0c6aabfdbc5/-/horizon-files-prod/ed/picture/qv4dwvdm/e80867aaf0e781e074247d5c826d0211f4b93715.jpg
Ref _9057_ gl à vendre f4 (gauche) --liberté 6,"Liberte 6, Dakar",191.0,162350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/377ff47ec5b0c312cd242457f98b02c1/-/horizon-files-prod/ed/picture/qpdgm59q/12b7cf9daa598927ef3f9149fa0c3aa27a2c8b4e.jpg
Appartement meublé à vendre aux almadies,"Almadies, Dakar",192.0,235000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e70eee3a3355d891fac5fa2fec234387/-/horizon-files-prod/ed/picture/qv4dwqjx/2a64c6b462ebddc3f7bcd2e6194fe8287794f10d.png
Appartements à vendre au point-e,"Point-E, Dakar",170.0,195000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe8dcebc8ee2af18408feab638e4cbb5/-/horizon-files-prod/ed/picture/qwerp88z/9b2ec9ddf80920138efb876fd4db6a48def3b05a.png
Appartement f3 à vendre à la cité mixta,"Cite Mixta, Dakar",78.0,40000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3ccd7f7c2c71683a9e0124b38c328731/-/horizon-files-prod/ed/picture/qv4dwqq2/fc86d8d8d59164095dcc5356eb1118256c3cb98a.png
Appartement à vendre cité mixta,"Cite Mixta, Dakar",120.0,57750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae34ba80f5374fff3a683754cf9c3f20/-/horizon-files-prod/ed/picture/qv4dwqp8/c3625ac328ed0506fa6036fc0edbd890b18ab3ad.jpg
Bel appartement de standing aux almadies,"Almadies, Dakar",210.0,225000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0e9fc8b956d7f25cd32cf484d9a472b7/-/horizon-files-prod/ed/picture/qq4z2v74/9db1f44d68ef14acc7ebc07ee0a4dcdd88caab96.jpg
Appartement f4 à vendre à mermoz,"Mermoz, Dakar",140.0,129500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7d72a61c577e5e01d0a1ab4cbe05e4c6/-/horizon-files-prod/ed/picture/qrzr85d8/031aeb6fb6ef3a6c2f77d6fc68882f1f2dd32c26.jpg
Bel appartement meublé à vendre au virage,"Virage, Dakar",,77000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e562b6ec0dd2f795e6ca795ab0ab8654/-/horizon-files-prod/ed/picture/q56pdggp/4efd4e47fb58a7b1093ca9d134de374cf2017ab0.jpg
Bel appartement à vendre aux almadies,"Almadies, Dakar",,132000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ca58b8f3cf795441f900924e7594a5e8/-/horizon-files-prod/ed/picture/qwerpw2z/bc87bd87eedb97c6ece1ccd98339a55cf284ebd2.jpg
Ref_4183_gl appartement à vendre à la cité mixta,"Cite Mixta, Dakar",75.0,43000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/088023e7b2a1301b90eb59b308a21cef/-/horizon-files-prod/ed/picture/qngp6rdr/466d5209faa35afa964643ee0cfaed176f98c99c.jpg
Appartements a vendre (residence alboury) a saly,"Saly, Thiès",85.0,57000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a71c5cd708d44022273e3e3178b1fd96/-/horizon-files-prod/ed/picture/q44nvv4p/f29ae3dd59d2aa18e71565c446fa88a6a57f174c.jpg
Superbe f2 meublé de standing sis sacré cœur 3,"Sacré-Cœur, Dakar",57.0,70000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e561a24568e5d760b3a155dbe397b55e/-/horizon-files-prod/ed/picture/q0gk7wkw/f94b6a6588ae70f41690ea6f3991b9b538a004b0.jpg
Appartement à vendre à fann résidence,"Fann, Dakar",207.0,275000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2339cc177445c40347da57b8bd7c3f43/-/horizon-files-prod/ed/picture/qng95mkz/2969c4c79c1b3664c28d39a88ec645b92b30a063.jpg
Apppartements à vendre à la corniche est,"Plateau, Dakar",,108000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e5628e429c8cb037c0ce490c153af3b0/-/horizon-files-prod/ed/picture/qj46q425/a63f9830b46f26a36c7f30f38c3c8e22c250aa2d.png
Ref_4198_gl appartement à louer vide au virage,"Virage, Dakar",,75000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/91face032deabaa6864f1544f9c452c7/-/horizon-files-prod/ed/picture/q445n46m/63a39615188362e4bf9c96dd777d40b0074896e2.jpg
Bel appartement de 176 m² à vendre à mermoz,"Mermoz, Dakar",176.0,189000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/848a082ae37051ce549770a6f9d7d774/-/horizon-files-prod/ed/picture/qgqm9vm0/0bfe54ce84942c867bb78e238ecf86b124eb2f07.jpg
Appartements à vendre aux almadies,"Almadies, Dakar",,206513800,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b1750cc1abfbb4e12c6ea6548c56cce0/-/horizon-files-prod/ed/picture/qm50pqz6/a29745fe2ef6c0b4a52207f84b7a17ac9a44e3e5.png
Appartement de haut standing à vendre,"Vdn, Dakar",177.0,125000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a7945b574e6eae30bf3e194baa19aea6/-/horizon-files-prod/ed/picture/qenvjzzv/4d4abd331c48526d789c09c3d4bc96576fe994f8.jpg
Appartement de luxe à vendre vdn,"Vdn, Dakar",223.0,160000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b8ce728c653c58069cb80b5213596db4/-/horizon-files-prod/ed/picture/qj4qz658/effb716fde81b805bb1df951ce3c3c40557020c0.jpg
Superbe appartement f4 a vendre,"Cité Assemblée, Dakar",,75000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/481e38d7cce56fe391f7be7c980756dc/-/horizon-files-prod/ed/picture/q44ng7m8/b665654a8bfda9e76df36a89dfcea1d232e91cca.jpg
Appartement f4 à vendre,"Point-E, Dakar",,160000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1670c803a49c3bc4ff8f8eb4c96d18c9/-/horizon-files-prod/ed/picture/q8vmvp8z/dc26d2bd5b42b3377dee1d5b214aa3c2e84f1c2a.png
A vendre: f4 de 174 m² au mariste,"Hann Maristes, Dakar",174.0,120000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9c188bd859a91550a9cbc9cd8187b3ed/-/horizon-files-prod/ed/picture/qkr8v60j/6cbb344d8b51541e970a767caace4bf5a115ead7.png
Superbe f5 sis centre ville,"Plateau, Dakar",200.0,325000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/46fcbd1dab66c7db70c0f937c72d1b39/-/horizon-files-prod/ed/picture/q6xd0jvj/5a1e73893ca1f225ccd4672a5644f31e12622312.jpg
Ref_4186_sey appartements à vendre à mermoz,"Mermoz, Dakar",,175000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d4c3bf26a369fc9a0f4ef8b8579beca4/-/horizon-files-prod/ed/picture/qde75vj2/c02f4a3747e1c2bad5c9237d85c0cade66f643ce.jpg
Ref_4194_sey appartements à vendre au virage,"Virage, Dakar",,72000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3ddfb8f2fb09125ca742239e3391ad66/-/horizon-files-prod/ed/picture/qenrdm06/e8f424a8322ea028d173fdff40e2389ef5ec4452.jpg
Ref_4195_sey appartement vue sur mer à vendre aux almadies,"Almadies, Dakar",,300000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/626a5ac32b2630d5bf641af8cafe6a7e/-/horizon-files-prod/ed/picture/qq4zqrn6/800fb2cef90626e6888592fdeb655cb79af71b07.jpg
Ref_4173_sey appartements de 168m2 à vendre à mermoz,"Mermoz, Dakar",168.0,170000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/85ddb5387e4178479fb10d4d8cd55f70/-/horizon-files-prod/ed/picture/qgqmgm08/a00ff4f51eb6de413996e2ba706a5a877b934ad1.jpg
Residense janneh f5 haut standing,"Mamelles, Dakar",296.0,200000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fd1a5da6c09831f1f647ef5c132507c0/-/horizon-files-prod/ed/picture/qv4w8qkw/a84ec2563768ccee84546aac8d68d9e2c93ad276.jpg
Appartements haut standing à vendre à yoff,"Yoff, Dakar",,37000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dea820398611c7468fbf855f81405f46/-/horizon-files-prod/ed/picture/q56dj5v7/c968fff046e193403fb144a0daffd17e15703c05.png
Appartement à vendre corniche mamelles,"Mamelles, Dakar",210.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a79da1771f8bb562206a554bf6074c1/-/horizon-files-prod/ed/picture/qng9xnez/b73e2a20d7f3b99d5ce0c254c5eb6a02a678c971.jpg
Appartement à vendre à patte d'oie,"Patte D‘Oie, Dakar",,65000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3b430ba4b785beb1a9364d482fc2322e/-/horizon-files-prod/ed/picture/qv4wnk6v/ffa54f074a36ec87f3ad360f6c581744d7535b6e.jpg
F2 à vendre à la sicap foire,"Sicap Foire, Dakar",70.0,59000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f4cecf048fb0b2bd3250a4e6a7155ba/-/horizon-files-prod/ed/picture/q0g7m7zk/56438185d4ff683185c7d2338cc8fc71e552d394.jpg
F4 à vendre à la sicap foire,"Sicap Foire, Dakar",142.0,116000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7aa10d84d8c81506f4a96abbf0aea543/-/horizon-files-prod/ed/picture/q78wnw95/0c09c335812d424defb5b1a25925c46828f8ab3b.jpg
F3 à vendre à la sicap foire,"Sicap Foire, Dakar",107.0,88600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c754a17c2d0cb99c55df162c3e58b779/-/horizon-files-prod/ed/picture/q9mj4jnv/d8849d536b3cd77277f6bb6981d0a43a1ddb7e3d.jpg
Appartements à vendre aux almadies,"Almadies, Dakar",,60500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f6bfdaa6faea9c86687139c77eaa4d8e/-/horizon-files-prod/ed/picture/qq4z7wnp/2a5676366f254e527b7da2c2947990da54003e59.jpg
Appartement à vendre mamelles,"Mamelles, Dakar",400.0,600000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c640664c79b0ef371d1a0b5ec2d6a09d/-/horizon-files-prod/ed/picture/q8vm5g06/cacf1f883f6cc8bae6ec96eabd9555e7a00e7db1.jpg
Appartements de 02 chambres salon à vendre,"Plateau, Dakar",150.0,280000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/23ef3bcc379b5b0a1fc682dc316e31a0/-/horizon-files-prod/ed/picture/q2jkq562/45fa1c88775a73206b9ecc17e6ae969748d39075.jpg
Superbe f2 transformé en f3 haut standing à sacré-cœur 3,"Sacré-Cœur, Dakar",70.0,70000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/09e70a85d1393054a15140ee144dbce2/-/horizon-files-prod/ed/picture/q445d7kp/727be5b19f0757bf1e903b66a3a0783d57107ee7.jpg
Fan résidence appartement vue mer à vendre,"Fann, Dakar",170.0,270000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bf0b386626aeed9cac3bcc871b450d89/-/horizon-files-prod/ed/picture/qwere8zm/ff3e7c794f080ee8769553c58b2fb769af4a4a7f.jpg
"À fann, magnifique appartement avec grande terrasse vue mer","Fann, Dakar",155.0,200000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dfe916cee9f84e41dbdaabc3d8744e80/-/horizon-files-prod/ed/picture/qv4deggx/381ec7165b8e7ad31f8e1d2f58d161b6b93719f9.jpg
Appartements f2 et f3 à vendre au point e,"Point-E, Dakar",59.0,59000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/38a64df81be5fdadc7e4db33d36da625/-/horizon-files-prod/ed/picture/qj46j8x4/aeb2b73b6de9afb2f2608dcfdd9dce1b546b2e99.jpg
Appartement f5 a vendre sur la vdn,"Vdn, Dakar",235.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f72c073b36ec100be8ca18c21e7cd9b/-/horizon-files-prod/ed/picture/qkr7g5wz/4bc7077917f5c1e431c7c565c6ed26566db62444.jpg
Appartements à vendre à fann résidence,"Fann, Dakar",207.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0fc949d3551ec1f4ebab46c45494564/-/horizon-files-prod/ed/picture/qv4dpn0x/c581b1afe620dcb9aef9af8bd05ffc88a4c6828e.png
Appartements à vendre à ouest foire,"Ouest Foire, Dakar",59.0,45000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/796177b3415792e41061207a3baffe0e/-/horizon-files-prod/ed/picture/q0g76qjj/48676f7addd3ad305e663c658fdd7ab402363099.jpg
Ref_4196_gl appartement à vendre à la cité mbackiyou faye.,"Mamelles, Dakar",170.0,120000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bf4203cd55c990026c73e16f61edf2c7/-/horizon-files-prod/ed/picture/qwerzvdg/f6a1afd733e3122a6099cbdd1f3c07cc61ebebad.png
Penthouse point e,"Point-E, Dakar",260.0,273000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f66e0b3e0b0d0d614e354bb96efa7ae1/-/horizon-files-prod/ed/picture/q78wm8rd/89d75eaa7fa01fe6f380de62732bde33a740cf8f.jpg
F2 à ngor almadie,"Ngor, Dakar",45.0,45000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3bbccf74c9e575c2751c7c984ba5cbdb/-/horizon-files-prod/ed/picture/qzvpe7wn/8350d46ff7d28270513cabbae1a1b4575aa22c7f.jpg
Des appartements et duplex à vendre aux almadies,"Almadies, Dakar",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/027dc63845d0fa49bbb6f61f9e56290c/-/horizon-files-prod/ed/picture/qde9w44g/986f9c7f951e4afe28327bfbb3c4cb5c73cff740.png
F4 haut de gamme sacré cœur,"Sacré-Cœur, Dakar",164.0,163500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6914a0e8bc80131d81daf71c4fe7e6c5/-/horizon-files-prod/ed/picture/qde9wder/9adac6898acdeb776e5a5e61a5e2e831090c5477.jpg
