Titre,Localisation,Surface_m2,Prix_FCFA,Image
Résidence le sommet,"Almadies, Dakar",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4ffad42e6c5008f4778568b7ce139555/-/horizon-files-prod/ed/picture/qj4qv97w/f3877e1955163e1596fa7025aa9bdf1ad18c1d88.png
Appartement a vendre,"Virage, Dakar",216.0,250000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ee078e58f7c0da79b9e775245648f19b/-/horizon-files-prod/ed/picture/qwepq0w5/581d48d9d2c0be01a58c62845bc6beffa9bbecf0.jpg
Appartement vue sur mer,"Virage, Dakar",220.0,320000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/34e0f08f0a997482d7283abbb382d403/-/horizon-files-prod/ed/picture/qxjp48dm/12bdcca3f6427e3a2c22a0aeec5ada928dd8bf72.jpg
La résidence bolly taysiir - vente en v.e.f.a,"Mamelles, Dakar",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b4b5bf83665d208f83131854bc3d5220/-/horizon-files-prod/ed/picture/q78w64wd/4a64f44a3a56b1147a52318938906b7c4abc7057.png
Résidence toumaï,"Amitié, Dakar",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1861220ea765a549d5e8451ef296bde5/-/horizon-files-prod/ed/picture/qkr8eern/25c5abf3386c3e5f0f308993a5da78c02f21832b.png
T3 82 m2 refait à neuf,"Diamniadio, Dakar",82.0,42500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eaca791c1d4c704a27d10c5c3f1b5ff9/-/horizon-files-prod/ed/picture/qzvpknj9/84b6214ddc3c285fd4eb57e8512543443a5a361e.jpg
Appartement kalia derrière emg,"Zone De Captage, Dakar",96.0,82000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d49c207a734aef559aaeb12023adb341/-/horizon-files-prod/ed/picture/q78wrd98/bb611b41b663eaff6db6a9ee597e760e1fee8f5c.jpg
Appartement 1 chambre salon à vendre aux almadies,"Almadies, Dakar",50.0,69000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/719c75a52f337da8a554c730a9a7433d/-/horizon-files-prod/ed/picture/q8v4zzzn/cc5d24c8d73b0ad6608f41c4c090dcc5317652e1.jpg
F3 au virage avec vue sur mer,"Virage, Dakar",107.0,117990000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/44969153b4dc9bd0100301567bd251f7/-/horizon-files-prod/ed/picture/qrz87478/6ced98c4adb29b80ebc983bc063593e51a445794.jpg
Ref_4182_sey appartements à vendre aux almadies,"Almadies, Dakar",,300000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7faffeb6a199d17fc128c9171782e3e3/-/horizon-files-prod/ed/picture/qngp6qnr/32e86cba0f6862db8c7b6834bc386755e5ff7278.jpg
T3 neuf recasement yoff ngor almadies - idéal investisseur,"Almadies, Dakar",78.0,52000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2bf1d84548a8a72d749d93e1fd31875e/-/horizon-files-prod/ed/picture/qpd6qnmj/63b45aedbf23817d5b0645b39b48c53b080deb16.jpg
Appartement à vendre au point e,"Point-E, Dakar",170.0,110000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ed5f7d870e74d27ef1b6030b15db358/-/horizon-files-prod/ed/picture/q8v5e99r/95ce53c270fcb49146a612df66c51908f542aa36.jpg
Immeuble sci awa,"Mamelles, Dakar",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8d6c27f25dec8b62af6db99e9109f89/-/horizon-files-prod/ed/picture/qm5gez42/4965bbc72b3dc116790238d8663ee60d17e566be.png
Appart f4 a vendre point e,"Point-E, Dakar",212.0,222285000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3418e8c2c590a05f22b01ccfd9ada7a4/-/horizon-files-prod/ed/picture/qgqwe740/53cf537d4f749dfa85b1e4971c0e717c35228552.jpg
Appartement en vente,"Ngor, Dakar",165.0,120000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/36ea495a96ae785652c6838076ce72e2/-/horizon-files-prod/ed/picture/qj4qe9q4/bc57fe8304943ad3dff19c3467126d1ade55fd49.jpg
Appartement neuf de 203m2 à ngor almadies,"Almadies, Dakar",203.0,145000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f6e6a9b269d83c8689cbe661c1fd51d/-/horizon-files-prod/ed/picture/q78wzw0z/a91eb27bba0f2e7ad6801aa864dbb2c6aca5c7d9.jpg
Ref_4177_gl appartement neuf à vendre au point e,"Point-E, Dakar",173.0,165000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f3833a01065c6b40f494412f65ee1f5/-/horizon-files-prod/ed/picture/qwep6n9k/a0087115e19ecf95841dddd401b6f6c9f632ecb6.jpg
F4 a vendre cite cpi vdn,"Liberte 6, Dakar",142.0,85000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d9bb5c1ebb76a7f93bb5fb44d10b2287/-/horizon-files-prod/ed/picture/qm5gveq6/c3696ec994e39a1c865a187f555dde4b14189282.jpg
Ref_4176_sey appartements à vendre au point e,"Point-E, Dakar",,205000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/203de32dc9913a5ef9f1d0a71cfc9e2d/-/horizon-files-prod/ed/picture/qq42rdq7/d15fbab15f5d15c757167d9f79364438cabe49dc.jpg
Ref_4175_pl appartement à vendre aux maristes au 2eme étage,"Hann Maristes, Dakar",,47000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d61eb1450cb17e0236fe124f853022dd/-/horizon-files-prod/ed/picture/qpdm9kg2/7f4d02bb3355f5750fbd977d7efd652a1c4a5eb9.jpg
Appartement à vendre sipres 2,"Liberte 6 Extension, Dakar",135.0,95000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6402c1673d6efd0e2afe6d9a6b554361/-/horizon-files-prod/ed/picture/q56dn7d2/57afd97cd4114504404540cb1c99d95fc2395f41.jpg
Appartements à vendre à ngor/almadies,"Almadies, Dakar",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d39274de40a051af48d601561aec5b3/-/horizon-files-prod/ed/picture/qq42n5ew/40ab912b6f039bb46159aa76042e63f11fdb4799.png
Grand appartement de luxe vue sur mer haut plateau dakar,"Plateau, Dakar",400.0,700000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/848407532117b9bb3c48e36101e1815a/-/horizon-files-prod/ed/picture/qxjpm6xn/d0a1cf421f583ba1a7b7cbbf93dc3a33489953f5.jpg
Appartements f4 et duplex f6 à vendre,"Point-E, Dakar",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/63b15a16bbf02e309ab7612842d8321d/-/horizon-files-prod/ed/picture/qde7mmjg/6dd3dcc66ce1f9671f1b137ac5b6d728974347eb.png
Appartement f5 à vendre à yoff/virage,"Virage, Dakar",237.0,250000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b880efccc5ebe77cd4b37369388626f/-/horizon-files-prod/ed/picture/q6xd8406/d25b68fa0fa2739f330c517376a1520bda584e83.jpg
Des appartements à vendre aux almadies,"Almadies, Dakar",278.0,486000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/517dc629a83ad4b273c244fc4b2db74d/-/horizon-files-prod/ed/picture/qdekv7z0/69c029ab686dc819fee032315895204259f6ba39.jpg
Des appartements neufs à vendre dakar plateau,"Plateau, Dakar",240.0,550000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c72a68d9f72b2b5f9b97f3f2cad373e/-/horizon-files-prod/ed/picture/q785ewrm/1e682a58e2f20ff1ec9529c52572a41c3db6a512.jpg
Appartement f4 à vendre à liberté 06 extension,"Liberte 6 Extension, Dakar",274.0,195000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/14175f1b9d0472082e8f2182d403e22c/-/horizon-files-prod/ed/picture/qpdmgmw0/46bab3969f2e3c8fd5f4505b94330e61b978e2e9.jpg
Appartement à vendre aux almadies sur la route du méridien,"Almadies, Dakar",213.0,310000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/59de18ca0d336da08351fe9999ed5e89/-/horizon-files-prod/ed/picture/q2j0nx6d/37b99f11accf9de597617090b54cf54305d5da14.jpg
Ref_9031_gl résidence aux almadies : duplex à vendre,"Almadies, Dakar",,436000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2913ca991fcdeead7ade3d699d22ed78/-/horizon-files-prod/ed/picture/q9mj6rj7/0350454f0b4d7724ad39d3b270cf05a7e7be2453.jpg
A vendre: appartement de 180 m² à ngor virage,"Virage, Dakar",180.0,155000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/911df03fad460eb500695b3e28ceb635/-/horizon-files-prod/ed/picture/qq4282xj/b6ca6ac10b01a89885d96f36001bbd3cd93e89d1.png
A vendre: f4 dans la résidence amary,"Mermoz, Dakar",,185000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8c4cd2542d89094d99398efe19603f4/-/horizon-files-prod/ed/picture/qrz84vrx/0599b21ed6ebfcdce39d576f38bf31d21716e982.png
Appartement à vendre,"Mermoz, Dakar",242.0,276000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3bb146f4d2e4a0f3222a3b3f8f256051/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q2j0gvkq/a374b28fd38a3a3958aa0e1f23640ffcea12ef9c.jpg
Appartements à vendre à mermoz,"Mermoz, Dakar",177.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9ef5fb7e6f7c3dd7ddbd3209f2e5d8d0/-/horizon-files-prod/ed/picture/qrz804z9/9e06ee245cc8a9a6ac1a177ee79eb7ad4cac0d0a.png
Appartement à vendre à fan résidence 5 eme étage,"Fann, Dakar",207.0,270000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/93914e03542cd695cc9bc72a0cf4ae65/-/horizon-files-prod/ed/picture/q78wmpj5/639c6a69fcb4df4ac0e05f3399d0094cced4aa7c.jpg
À vendre: superbe appartement aux almadies,"Almadies, Dakar",190.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4c92d830ab30b0c445e2754db7504bd1/-/horizon-files-prod/ed/picture/qwep8zx5/0783d3fa710cb5c8fe5778e667ba85397473a0ec.png
A vendre: appartement à la cité keur gorgui,"Cité Keur Gorgui, Dakar",139.0,94500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cc95abfd23f0170b6bc1f0e8b265039d/-/horizon-files-prod/ed/picture/q9mjdmnj/8a907230a356d057b65a59f68d49bcb3f2823d33.png
"Appartement à fass paillote à vendre, 2 ème étage","Fass, Dakar",100.0,30000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb894e0b404ac3e598d6f45efea52b43/-/horizon-files-prod/ed/picture/qj4qreed/6529decd2344004795277fd1ea0f3ea7f50a44c2.jpg
A vendre: appartement meublé aux almadies,"Almadies, Dakar",192.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c1f7d4f1b63a006a3051a27ac620b3d1/-/horizon-files-prod/ed/picture/q78wmvre/c5d6b33be83cff72fca6f07ad63e0683096bc892.png
Ref_9040_gl point e : appartements f4 à vendre,"Point-E, Dakar",290.0,362500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b4db3c9eb400d6dc86ee2a67a23c461/-/horizon-files-prod/ed/picture/qq42gkg7/f9ac80e0c9e64f175b9265cc4c1b0e547e575c17.jpg
A vendre,"Sacré-Cœur, Dakar",285.0,250000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f0c82b696415d97c8ce6fc36a6173348/-/horizon-files-prod/ed/picture/q785dw9g/81730f57600591000dec8927acb29754869ea47d.jpg
Appartement f4 vue sur mer aux almadies,"Almadies, Dakar",226.0,315000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/68b7fe0095e5ea3ae9cabd2920e30c67/-/horizon-files-prod/ed/picture/qq4278j7/15f0c6dadf51d32a793133f90b3043c55f44f5f7.jpg
Appartement à vendre aux almadies,"Almadies, Dakar",167.0,165,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9be944d6cf0427bf108dd74d073536fe/-/horizon-files-prod/ed/picture/q9mjk8wn/7cbb48e7151922fdbef38abc72c18729c56ca471.jpg
3 pièces de standing au virage - promesse de vente possible,"Virage, Dakar",140.0,110000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/57d3d58ec298bde382bc5aaddbc5bb4a/-/horizon-files-prod/ed/picture/qrz86dxq/492f6a662704313b1949fba06dd2aa4aae232c7f.jpg
Appartement f4 à la résidence kalia,"Zone De Captage, Dakar",100.0,85000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d56e4d149d1e071ddf932a7a6b730979/-/horizon-files-prod/ed/picture/qv4wd97m/81481faf0d69e8544cdbafda5af7f9ed37515e21.png
Appartement à vendre au virage,"Virage, Dakar",200.0,220000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b0a7cf46af12a847e679678e05575e11/-/horizon-files-prod/ed/picture/qxj2v8w4/0120f1ade7289630c39f5e94444aa6d2c23aa82f.jpg
Maison meuble en location longue durée,"Kayar, Thiès",35.0,150000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6847a6641ed75dd6b3a5f2cb4040ceab/-/horizon-files-prod/ed/picture/qxj8wm62/81a17c6c529a7818dd49292e6b46fd809d7398da.jpg
Appartement f2,"Mamelles, Dakar",175.0,37000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a147d2d032c22a77d7a73368f186c7d7/-/horizon-files-prod/ed/picture/q78jxx2d/0d7b454038419ffa80cdfcd6b46a534f571e0dcf.jpg
F2 cosy quasi neuf meublé à louer à ngor almadies,"Almadies, Dakar",63.0,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/50a220f6c7ec7204456c3949c3bef41e/-/horizon-files-prod/ed/picture/qwernxpj/0a3715da3dbfb59b4e4d5a5467aeea2ea897ed39.jpg
Très bel appartement neuf avec vue sur mer à yoff virage,"Yoff, Dakar",105.0,950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/63281b09dc6a13b33d5040fe1fcb6c4a/-/horizon-files-prod/ed/picture/q56prn45/5c66cb0e0c99b70334b66cf8032fc4a58d288146.jpg
Chambre meublée aux maristes,"Hann Maristes, Dakar",,12000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/783f8cf63f6e065538eefe7cfc4dfabf/-/horizon-files-prod/ed/picture/qz6q70k/abb1e0a20a0ec3c36053b30bd6b13d5d66adf89e.jpg
Terrain à vendre keur massar unité 6,"Keur Massar, Dakar",150.0,19900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce679abd10c38f5f55cd89b45c684df5/-/horizon-files-prod/ed/picture/qpdgw2z4/ff109d31b9739781c7e29090edfb24e0c1d72478.jpg
Terrain 600 m2 à vendre à la somone idéalement placé,"Somone, Thiès",600.0,46000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/745250ef16d920367e379aa48a55b283/-/horizon-files-prod/ed/picture/q6xd89r4/fa00b737ed27f6e998e1bc61ce8ec54f92aabb38.jpg
Appartement f3 & f4 a louer,"Mermoz, Dakar",212.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/745ed4aba0704897ef796abb4eebcf1f/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q9zwp4n/0c63f56eec2b7eb7d6eebf74c372529bdfedbcef.jpg
Appartements de 3ch salon a kounoune,"Kounoune, Dakar",,150000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/46254e249ce7d4b4100d6c45a2f08b9a/-/horizon-files-prod/ed/picture/qq42pmdw/195138f8c8fd1da58eb223990dc6a2629d0d75d3.jpg
Titre foncier r+4 à vendre sur ouest foire,"Ouest Foire, Dakar",160.0,330000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ada615c4bec24bacc1d345078be5867/-/horizon-files-prod/ed/picture/q9mk9g47/48436848ae15d93a19f1ede734d37d9164144ab8.jpg
Studio meublè comico ouakam,"Ouakam, Dakar",80.0,12500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6404895a582e25751ab701dc9194dcbc/-/horizon-files-prod/ed/picture/qder42nw/d9d4d7a6a27d74a749576a5f2fec0bb0bd7548ec.jpg
Maison à vendre mbao,"Mbao, Dakar",215.0,70000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b0edde2b303d02224a500563f96a8898/-/horizon-files-prod/ed/picture/qenrdp8j/4eff8e0ad7caa377ba83292dc9fdfdcd10a91cc8.jpg
