Titre,Localisation,Surface_m2,Prix_FCFA,Image
F4 de standing au virage senegindia,"Virage, Dakar",,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6e673e8c25d06551a4db21b6647fc69f/-/horizon-files-prod/ed/picture/qv4d4wg8/fe84679fd4722896938a2752197d7dbb0327d63d.jpg
Appartement à louer,"Virage, Dakar",,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/095c90b4a8aa68ea3e83b473bad5ea77/-/horizon-files-prod/ed/picture/q78jvdk8/9a0b5560df0b5b3f51c2d7d53341b4e6a9df948e.png
Appartement f4 à louer,"Point-E, Dakar",190.0,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6ab722acbb80098bb320f31b36ec14fc/-/horizon-files-prod/ed/picture/qkr8xwnx/e5dff78d51938659d6c2aac1583d9a5794175c36.png
Studio a louer,"Nord Foire, Dakar",110.0,180000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/faca4838d69341478309c28b7fea3fd2/-/horizon-files-prod/ed/picture/q0gkg4kz/81df36613655efc6b041ccff9a060c9ad280eb47.jpg
Magnifique appartement de type f4 et f5 à louer,"Almadies, Dakar",,1800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f215bf684a259e2b47ea002a80c27b23/-/horizon-files-prod/ed/picture/qng9gjzm/d94aeb20f5572eaec1d2f449641cdc7dcec6004d.jpg
Appartement avec terrasse privé aux almadies,"Almadies, Dakar",260.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce808391cc77e4541760826cc3c49ab3/-/horizon-files-prod/ed/picture/q78j8dkg/1f45c844bda4f097f4eb5ee170856e5bd6880436.jpg
Appartement à louer à dakar aux mamelle,"Mamelles, Dakar",170.0,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be4e125847401bc16b5411c92a0a1f97/-/horizon-files-prod/ed/picture/qxj8jmg2/236bf5082d55c2ae873783eccf8e5dfdb1aae993.jpg
Appartement à louer dakar aux almadies,"Almadies, Dakar",4.0,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fafd6e78488e19a6b011706e2493d323/-/horizon-files-prod/ed/picture/q6xqxwn8/d54155e7c075bb277a4a0e3aeb1c64f3439b9fe5.jpg
Appartement à louer,"Ngor, Dakar",140.0,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a2fa04cabee0d20642495319d171946e/-/horizon-files-prod/ed/picture/q6xqxwvd/519ac3e178deff9b22aae53be202883f94e38069.jpg
Appartements non meublés à louer à saly darou salam,"Saly, Thiès",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/39cc5062f01534a82b88e6cd0a209ffc/-/horizon-files-prod/ed/picture/qpdmxpkm/9b1fe54eece9eaadcd549c3f41527d518efd49cd.jpg
Appartement a louer ouakam comico,"Ouakam, Dakar",110.0,375000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a32102b2717c4042ea227351bce4edf8/-/horizon-files-prod/ed/picture/q0g7m24e/99eea3b84cee13ac614f25cfee8050768b5a93e3.jpg
Appartement à fann résidence vue sur mer,"Fann, Dakar",250.0,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b79375c87f1a4fbf1e473004e7cd3166/-/horizon-files-prod/ed/picture/q6xq7p44/c0778386437781632c952a99de2d7819a9bc9406.jpg
Appartement à louer keur massar,"Keur Massar, Dakar",150.0,185000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b3b8c8f5ba14ae1a8f84dab01f83e507/-/horizon-files-prod/ed/picture/q0gkgx4m/031126692b05e4f7558ff34135f20847b8adc323.jpg
Appartement avec terrasse privé à louer à dakar mermoz,"Mermoz, Dakar",190.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/47c6729c06f10a8a2deb61b4fdd14990/-/horizon-files-prod/ed/picture/qwerep40/0fd80f6b952d86239b58a2f55abf7cf41ba2cc22.jpg
Appartement f4 à louer aux almadie,"Almadies, Dakar",200.0,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c784f75bb8fd111d55609dd0d6a85c49/-/horizon-files-prod/ed/picture/q78w6nez/1a8b7ad4eb105122bdab139482aa1aabff95c3d0.jpg
Fenêtre mermoz corniche f5 et f4 à louer vue sur mer,"Mermoz, Dakar",200.0,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f3f3345905b086de6c202c21b17ac534/-/horizon-files-prod/ed/picture/qkr7rddw/bcd8cbd8364124d0c18169fb42de9c056eec3178.jpg
F3 neuf à louer aux mamelles,"Mamelles, Dakar",150.0,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b565cdc86b025c82134496fafe40076/-/horizon-files-prod/ed/picture/q44542q9/3dcf63ad5214c781f84fd426dfb6e1cb905b532e.jpg
Studio 1er étage scat urbam,"Sicap Foire, Dakar",100.0,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bbb4119240c8ad7b7dcd9c32cf544556/-/horizon-files-prod/ed/picture/q0gkpmre/2970acc882f26dc91badcdc027b35d121d2001a8.jpg
Apparemment à louer a fan résidence 4 chambres,"Fann, Dakar",260.0,3200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/330386c88aa52dcd3098f4a0a700dd39/-/horizon-files-prod/ed/picture/q56p68m5/10eb14a5ddbce400261894ed6d7c7f39da9d7df0.jpg
Appartement à louer,"Almadies 2, Dakar",,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60818e3fc2cc88edd99270dd928d4cab/-/horizon-files-prod/ed/picture/q4454qrp/5b25fbc50dc1b8ad034621b7ae76e046fea56262.jpg
Appartement à louer,"Sud Foire, Dakar",,850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a872c20d87193d467ec939e264ba989/-/horizon-files-prod/ed/picture/q78j8m7z/de235dfbd24006bc3c84a9679064314877b7b3e6.jpg
Studio à louer,"Tivaouane Peulh, Dakar",,120000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b8d38e115959dc9ff95c27f5068a4fe/-/horizon-files-prod/ed/picture/qrzrz088/eb98a05a71740ab8d27e5a832ee66125129e3f5d.jpg
Studio a louer,"Vdn, Dakar",70.0,180000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/093638a104c8c469b170dfea7decea0e/-/horizon-files-prod/ed/picture/q8vmvd5z/ce6199f7cec09e9e5a4ca2f8d7d5870d38010840.jpg
Plateau corniche cap manuel appartement à louer,"Plateau, Dakar",250.0,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fc9c2557f1084ab4feb232741e5e7062/-/horizon-files-prod/ed/picture/q2j0497v/98e0609f4d47e0aca3933633b3069dded1405497.jpg
Appartement 3 chambres salon aux almadies,"Almadies, Dakar",135.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1de651f2a359b3d5e7935a7bcfa72f42/-/horizon-files-prod/ed/picture/qgqwnwrq/ccf7706c61469b832140e8143f487c69f351dcdd.jpg
Appartements 3 chambres salon aux mamelles,"Mamelles, Dakar",190.0,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce2793bf0b60322e0511a3433be1a91b/-/horizon-files-prod/ed/picture/q2jkjzzj/1c40b1cf7983e4359c0d987ce696382eea3c804e.jpg
Appartement haut standing a louer,"Cité Keur Gorgui, Dakar",,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c2794c999eef2214350e8d5659f499d1/-/horizon-files-prod/ed/picture/qkrgej4v/f5845d0c8fdae68d964798cf58fcf5ae8e694d84.jpg
Studio a louer ouest foire,"Ouest Foire, Dakar",,160000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5eb8485c5411f0b9056f81058903469f/-/horizon-files-prod/ed/picture/q78j8p4z/cbdc03f2a3c3e87419228cf43ba8c823630fec42.jpg
Appartement a ngor-almadies,"Almadies, Dakar",,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5c1048194609a2529e55391e6f260f27/-/horizon-files-prod/ed/picture/qxj8jq8w/7be9bbf109b260bc2581c1c793aabedd6ebe445f.jpg
Appartement à louer à ndiakhirade,"Ndiakhirate, Dakar",,125000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab0016c60a571958f0b613e81d20fbd7/-/horizon-files-prod/ed/picture/q0gkg926/d71d4df4fa621dfe8bb186ed7d30f16e40e7fe0f.jpg
Magnifique duplex f4 + bureau à fann résidence,"Fann, Dakar",300.0,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/52d5102d866df6e4cce214ef9fed16c9/-/horizon-files-prod/ed/picture/q6xde0n6/85c6adcd243ae697808be0b0cd5d192286e26816.jpg
Appartements à baobab holding mbao,"Mbao, Dakar",170.0,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/abadc63c1988173514641f02bb9f6cbc/-/horizon-files-prod/ed/picture/q9mkmgmw/378b35ef770ceca81f3f897ec694fbee92dcdebf.jpg
Studios à louer cité sir almadies 2,"Almadies 2, Dakar",150.0,130000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2fe779c7b2bb91d5e705108400ee7c47/-/horizon-files-prod/ed/picture/qwerewz5/9881f520f47eb1902a81e18e5c8e77af52de42a7.jpg
"Appartement à louer – almadies, zone de recasement","Almadies, Dakar",325.0,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f7c3f7d3ef721f461f60167f8dc8b01/-/horizon-files-prod/ed/picture/q9mj7p9j/ea56d2b763b1bdf65bce14cea21d3f49b9950aae.jpg
Appartement f5 neuf corniche mamelles,"Mamelles, Dakar",260.0,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf11b6a3a1b1b6bfb0ae3b45846dcea3/-/horizon-files-prod/ed/picture/qj4q0wr4/04506d1c5f65bb3a63a246fc368840d229287a57.jpg
Ref_2771_gl amitié 2 – appartement f4 à louer au 1er étage,"Amitié, Dakar",120.0,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/51a1583d98419cc817aacffbccd543f3/-/horizon-files-prod/ed/picture/q6xqxvm8/2d1ac9b9b060edff6413a4fb638be07506201817.png
Appartement à louer,"Point-E, Dakar",156.0,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/062a2f0cd79b4527833fb95e1443140f/-eyJvciI6MTgwfQ%3D%3D/horizon-files-prod/ed/picture/qpdgdj0v/c1a8b432b61f2d0e18dfe9e1dcce2d466d581021.jpg
Studio à louer,"Parcelles Assainies, Dakar",,160000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bd80cd3b6b6cac685e6348afb825db3d/-/horizon-files-prod/ed/picture/q8vmvkqj/ff399d78fe9b6cf3d43537ecf9f9d2470b6fe97b.jpg
Appartements à louer au point e,"Point-E, Dakar",,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/099a710865db2a99b56419ca538840be/-/horizon-files-prod/ed/picture/qde9e0mj/ff29c1c30e7abaacd4cc7403c4100ba1a6c29f0d.jpg
3 chambres liberté 6 extension,"Liberte 6 Extension, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ea6d6cb50978a763bcbbbd6ed77853a7/-/horizon-files-prod/ed/picture/q6xqxn4j/d6b7f702fda3292f9385ca73470a9a40850b9b22.jpg
Bel appartement f3 à louer à mermoz,"Mermoz, Dakar",120.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c785fb3f6664fb9b4f45cdf7d48e8dab/-/horizon-files-prod/ed/picture/q6xqxnvd/968e44194e1ff9f72fb8f71542fce205987b90e7.jpg
Bel appartement standing f4 à louer à mermoz,"Mermoz, Dakar",180.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/075fc78d9752fe0aa3a1c80cc89682b8/-/horizon-files-prod/ed/picture/qm5056vw/7a52cc7ee7556a05264845fab9f0c0c7e068d57c.jpg
Studio aux maristes,"Hann Maristes, Dakar",,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/94c0b7b4c4f7688a3fa3c13a45719338/-/horizon-files-prod/ed/picture/q6xqxqg6/b911144344fa30981487cf273770305cb4b1ed54.jpg
Appartement f5 meublé haut de gamme meublé à louer à yoff,"Yoff, Dakar",205.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b111903b2d6395dfab05903752a0aa49/-/horizon-files-prod/ed/picture/qv4wjp05/d674e1c96935135bf93c0ec0ffd6b32fbf5b1eb2.png
Appartement haut standing à ngor,"Ngor, Dakar",,850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2c3044c9c883b125e7f5c1d544d91e93/-/horizon-files-prod/ed/picture/qm5g2ndw/229fdd033e687fb4d8a890f96a32503a451bf354.jpg
Appartement f4 neuf à mermoz - 3 éme étage,"Mermoz, Dakar",,1349931,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2cd368d9e63e65c77d2e3352fa2180df/-/horizon-files-prod/ed/picture/qzvpmk96/b2356ccba30990c853039f049c85dd8c0742ef05.jpg
Studio à quakam,"Ouakam, Dakar",100.0,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f612d5ee3b3286def4803e289671f550/-/horizon-files-prod/ed/picture/q8v4evpx/b63dd54fdc0806f94d832d0987340026044a6ca0.jpg
Superbe appartement f3 à quakam,"Ouakam, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/380788553a6515706d01c970fc097a3e/-/horizon-files-prod/ed/picture/q8v4684p/e94b3a061443daa51da0b7ddb52823812b6643da.jpg
Appartement à louer à dakar à mermoz,"Mermoz, Dakar",180.0,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7dbcf10a4145474b2d60554ac4ee68d9/-/horizon-files-prod/ed/picture/qkr7r8n2/63a9a725c4f7f8ac96cb4be07ccae774ffb3f19e.jpg
Villa r+1 avendre à la cite biagui,"Cité Biagui, Dakar",200.0,175000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b1f1e49fd97c66a0c9e7917d9979e4d/-/horizon-files-prod/ed/picture/qq4z4207/1057fde4c84e2ff08570ccfce69e570e6ef1a8e6.jpg
Appartement de 3 et 4 chambres au point e,"Point-E, Dakar",,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d8f92d1abd27ba4df1305a612ae70983/-/horizon-files-prod/ed/picture/qm505g2z/5f6b0cf19de65a1865834f6ae029d700bf0c7142.jpg
Studio neuf à liberté 6 extension,"Liberte 6 Extension, Dakar",,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a6c4f6ccf7404a1d5879b90fc9184f5/-/horizon-files-prod/ed/picture/qxj8deg2/207d1aadb0da0fdc8d7467ae40179af4ef0dfc85.jpg
Appartement f3 à louer pour bureaux,"Zone De Captage, Dakar",,240000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ba5ae28be4bca3258e5f3838267466cd/-/horizon-files-prod/ed/picture/qwere26k/6e3b53753b7499bbb973cf0fa480dd1ecf96150a.jpg
Sacré cœur derrière bem appartement et studio disponible,"Sacré-Cœur, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/20808815a7181a04492808372b8a0020/-/horizon-files-prod/ed/picture/qq4z4456/05d5199c8a95d7b5b26d38ad5e74e17a912585a6.jpg
Studio spacieux à louer aux mamelles,"Mamelles, Dakar",72.0,320000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9601860f900bd5966b844d076ec0cbb6/-/horizon-files-prod/ed/picture/qwere284/001ba12ec110bdad8d4393c942ff3e8c6918e21b.jpg
Ref_2786_pl bel appartement en duplex avec vue sur mer,"Mermoz, Dakar",,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9d9da4443f591edfe55b8125b23b60b6/-/horizon-files-prod/ed/picture/qxjprz72/fad3ce324d520d3e89182192ff6192eaf9730788.jpg
Appartement neuf standing à mermoz,"Mermoz, Dakar",135.0,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f74718d60a6fa92fa94f589f5a4ee9d/-/horizon-files-prod/ed/picture/q78j850d/6fcbc2350cb055cfa0c9727d3599fa429354b5d1.jpg
Appartements f3 à hamo 4,"Guediawaye, Dakar",150.0,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a5c4a287b5a6dfc9c81106d679f9a5f/-/horizon-files-prod/ed/picture/qv4dmjxv/85013d0dd220eaa6105a1430ca29ed5364cbf03c.jpg
Appt2 chambres mermoz,"Mermoz, Dakar",,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/61eb74afbf323a14b3c9242949f145d0/-/horizon-files-prod/ed/picture/qv4wzg55/fd1d71e4db2a6b475d380f82d94ed4a0974d96b1.jpg
Appartement à louer à mermoz derrière elton,"Mermoz, Dakar",200.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be4979384157b54d1a1687acab930791/-/horizon-files-prod/ed/picture/qgqqj9vq/37ecff3b6617ee0b2216ade96554fbbd9f4559b3.jpg
Ref_2812_pl f4 à louer aux almadies au 1er et 2ème étage,"Almadies, Dakar",216.0,2800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c85be62e982ce2cdbd9ea736a15fac28/-/horizon-files-prod/ed/picture/qrzrzzem/57d1a31d0d6a61d9dc157c8416224f8400e6425a.jpg
Ref_2811_pl_ duplex avec terrasse à louer aux almadies,"Almadies, Dakar",171.0,2200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f9eb398e99d599ccac8c9d70feb9cf97/-/horizon-files-prod/ed/picture/q44544v2/bc95665bad2dd5902531b632fb623f2c8abd9cf6.jpg
Ref_2811_pl_ duplex avec jardin à louer aux almadies,"Almadies, Dakar",211.0,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7b50ba5a3c88fe810c9658f01a1997b8/-/horizon-files-prod/ed/picture/q78j88zj/3fe4e707d1dda023b08819a63e850becc5e8090c.jpg
Appartements neufs au point e 1er et 4 e étage,"Point-E, Dakar",170.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/94b8e217fe43c6e36b6a668ca4a52e06/-/horizon-files-prod/ed/picture/qng9ggzm/d93270205adcbb09749ddad65282480437687907.jpg
F3 à louer liberté 6 extension,"Liberte 6 Extension, Dakar",90.0,290000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/44c418b4245c9dd3f57a770fbe794a44/-/horizon-files-prod/ed/picture/q2jkz782/2a76419e50805f6dc38a336d60eb364c871f36e4.jpg
Studio a louer ngor almadies,"Almadies, Dakar",,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/51c5c5223fb720b8762789a6966bcdc1/-/horizon-files-prod/ed/picture/qq42pr9v/8064971a5920fa21af966b7ef6da6ac741860c80.jpg
Trois chambres à louer avec les meubles,"Almadies, Dakar",250.0,1900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6ab90234d62478e2160c1210a84378dd/-/horizon-files-prod/ed/picture/qgqmqqqk/bcce6f99bee47b09a6272278efcf6b1faa7019a9.jpg
Appartement à louer,"Almadies, Dakar",200.0,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/313951032273cd3176632ad6d7fb12e3/-/horizon-files-prod/ed/picture/qweremrz/df12cdf78d05aba9967c09f258edb80b274e3ba8.jpg
Nova logde,"Almadies 2, Dakar",68.0,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bf5d7c4337c38cecd27384c8cb6846fd/-/horizon-files-prod/ed/picture/qrzr2dgx/817f71d921793455ff445ccf6dae3be15ee4b408.jpg
Joli f4 à côté de jean mermoz,"Ouakam, Dakar",200.0,1550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9456083c1cba6c078f36f56ab24ea9df/-/horizon-files-prod/ed/picture/qpdmkwv2/250bf1eecbf8f066bb1bfd4292f44aba4b6895ea.jpg
Appartement mermoz non loin elton,"Mermoz, Dakar",225.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b46a9476b5d2ff02d10ab944bb3cb26/-/horizon-files-prod/ed/picture/qkr7m9rz/81ab29f7800836da92b9dd875ff10f3ec030bc71.jpg
Fann mermoz appartement à louer,"Almadies, Dakar",,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3ca82736ff45e2af5248b702dc368f99/-/horizon-files-prod/ed/picture/qq42rx5j/70cfe874613f1ef94eac4038d1c523a014f0a1a6.jpg
F4 neuf recasement boa almadies,"Almadies, Dakar",150.0,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b5163d201eedeb8039707551d19476f8/-/horizon-files-prod/ed/picture/q8vm0j79/1dc015ad41328411ae688bd5b44bc34511b025ab.jpg
Joli appartement f4 à louer à fann mermoz,"Mermoz, Dakar",,1400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/41fd9c6f24812fde231ee47ef8fa942d/-/horizon-files-prod/ed/picture/qkr8qxwj/0de0f04d938705b9484d4c546f32c1017023b0e9.jpg
Appartement f4 a louer à la cité ataya,"Nord Foire, Dakar",156.0,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/67b2f6ef3369fafa801fe3017c2de7df/-/horizon-files-prod/ed/picture/q0g7666w/9d0be3016f3a9deb29718b42e7ca287e1700d69a.jpg
Penthouse à louer au point e,"Point-E, Dakar",,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/92bcc06666a86f2b4eba4e40ade14010/-/horizon-files-prod/ed/picture/qngperdk/7612bbb64487e6a2722e3b7add67a09e288d84a6.jpg
Appartement f3 à louer aux almadies,"Almadies, Dakar",,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc7ee2b91e159d2cca8faa22a2549513/-/horizon-files-prod/ed/picture/q0gkpewj/344e4d9cb9fe7a00548d2e677b08e9b54541d3c8.jpg
F3 rénové et meublé à louer proche de la mer à ngaparou,"Ngaparou, Thiès",60.0,495000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5440b3b4ce26d9f08b9f4ec3ed49c044/-/horizon-files-prod/ed/picture/q0gkpn2d/ea0018c07aa1240ff9925b3026a645abfefb7e55.jpg
Duplex de 400m2 à louer à fann résidence,"Fann, Dakar",398.0,3800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8847d181ec18e5268a5f45ef859952b2/-/horizon-files-prod/ed/picture/q78jve5q/fd09d4407b6f698b85fb3ba5aec704d427fce60f.jpg
Appartement à louer à mermoz,"Mermoz, Dakar",200.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a13c0da13d392f7ca7bcb4655aedc95/-/horizon-files-prod/ed/picture/q2j0m2jk/7a43501ac2c56ea5f11f3e9f3016fe178cd05a68.jpg
Duplex haut standing à louer vide aux almadies,"Almadies, Dakar",,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/668e5710f10e7655f06de1dcaacf5e36/-/horizon-files-prod/ed/picture/qrzr2905/7bcf0eeee6d95915f6ee9105ffab76f72db46ead.jpg
Bel appartement a louer aux mamelles,"Mamelles, Dakar",326.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b8c3701b7ca49703d1cb2deb5788c2f4/-/horizon-files-prod/ed/picture/q78jv645/7fe270d54122ff9c94377a3f8f299122948b1ead.jpg
Appartement f3 a louer almadies,"Almadies, Dakar",,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3cd52aaa09c78ed72251eb39832c4f83/-/horizon-files-prod/ed/picture/q0gkpjqz/7a177cfe3fb9a9b16f95bdc023009975846de98c.png
Appartement à louer à ouakam,"Ouakam, Dakar",,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6a79196dba093bcf3571940fc62b1e44/-/horizon-files-prod/ed/picture/q785ex78/b0980e4c86ed3b463aac79525565eb5e3445183e.jpg
Appartement a louer aux mamelles,"Mamelles, Dakar",,950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe5d2c71c8660cb2e6460302d7f11acc/-/horizon-files-prod/ed/picture/q2jkzxg8/a05f8844919baddb2f775711fc49740e4d7c569f.jpg
Appartement neuf à louer à zack mbao cité shs,"Zac Mbao, Dakar",200.0,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2958605480e69288cf1a7de4d4a8a3e4/-/horizon-files-prod/ed/picture/q78jvrgj/07ef750fa7d7dd957e7da2a272f6b51ff26e951d.jpg
Appartement f4 à fann résidence,"Fann, Dakar",198.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/75e5a2a57c7216cb42fc41ba708e73a1/-/horizon-files-prod/ed/picture/q78jv6r5/dee3448f7e35a02f7f20b31ef3b13894001bcb87.jpg
Appartement f4 à louer à ngor almadies,"Ngor, Dakar",,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a477f6a8914cb5ac06e61451a34d3d23/-/horizon-files-prod/ed/picture/q9mjv94w/fafe4408b11c5b76e96aec8f5c00ffb41edd2a4f.jpg
Bureaux à louer à cité keur gorgui,"Cité Keur Gorgui, Dakar",,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/912bd1c14cf774bc93747b1a71024d31/-/horizon-files-prod/ed/picture/q0g765pd/ca413a30575f649a1f918a887581e286b13bc1ce.jpg
Appartement lumineux et spacieux à louer à mermoz,"Mermoz, Dakar",,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fa1f4a563c1f864e7d24d4c15e3cd6d2/-/horizon-files-prod/ed/picture/qj46m06g/88d0a0a7a8179987a995c6a029b09ba0f8b218d0.jpg
"Apparemment à louer ngor, almadies","Ngor, Dakar",,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ffaf353d885998f62a7208c8d9c29c0c/-/horizon-files-prod/ed/picture/q445j9ez/7161340873bbdc35b93524ada486b59655f3eae9.jpg
Un appartement f3 à louer à ngor diarama,"Ngor, Dakar",,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/769d16d20f2ca3002ef54c82a9ef5c34/-/horizon-files-prod/ed/picture/q9mk0ze8/53f97f03cf40328443aa3928b1079ddca048d6ce.jpg
Appartement à nord foire,"Nord Foire, Dakar",,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1128e3abe6c67fe1cfdaa048485ea561/-/horizon-files-prod/ed/picture/qgqm5rvq/3b8043be45a1f8f2493654689e8817f276bd703f.jpg
Sacré cœur 3,"Sacré-Cœur, Dakar",,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c1dbde6536625b963e73177ae64b492/-/horizon-files-prod/ed/picture/qrzr2w9j/4af456702f599dbeb1129a2410256550a9edb013.jpg
Studio,"Mamelles, Dakar",90.0,330000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b4bfcce06005c1414f90b63148a71615/-/horizon-files-prod/ed/picture/q8vm08n4/170adc3c976d1d79861b77d259d32e7afb7a0ce9.jpg
Appartement 2 chambres à louer somone canda,"Somone, Thiès",,275000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6aca6dfa06dd98eda720fceed260dcd6/-/horizon-files-prod/ed/picture/qpdm4k60/c3abb771c1e58cbf268586708ed3af10a46a108a.jpg
Loft 450 m2,"Almadies, Dakar",450.0,2700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe4a1dd89347dda7281c55f7d02f9b1f/-/horizon-files-prod/ed/picture/qxjp5vqn/77cb49a72af322e54ef63cb5328399061fe36c4c.jpg
Luxueux et splendide appartement,"Almadies, Dakar",210.0,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3fec3a1893cca56f762a9d5a33967af9/-/horizon-files-prod/ed/picture/qq4zqn44/efade339410ed77c72139d7dedbdc9e7ff9c678d.jpg
2 chambres yoff apecsy,"Yoff, Dakar",,250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4438cec1d8a40fe35e10be369bded953/-/horizon-files-prod/ed/picture/qj46mg4v/ac29ef319cd34bda287bc9a36ee81680933a0887.jpg
